date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:00:38	2521/2521	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2014:30:40%20GMT	https://static.wixstatic.com/media/bfbd057160194cd0aa061722340e8292.jpg/v1/fill/w_115,h_76,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/Woman%20Walking%20with%20Blue%20Shoes.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/bfbd057160194cd0aa061722340e8292.jpg/v1/fill/w_115,h_76,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/Woman%20Walking%20with%20Blue%20Shoes.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger)
20:00:38	65254/65254	---M-Z	200	added ('OK')	application/javascript	etag:%225b6773578af8dd5591339930c2b29024%22	https://browser.sentry-cdn.com/6.18.2/bundle.min.js	C:/My%20Web%20Sites/FashionBlog/browser.sentry-cdn.com/6.18.2/bundle.min.js	(from https://khushinahata04.wixsite.com/fashion-blogger)
20:00:39	586540/586540	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:30:38%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/post/your-title-what-s-your-blog-about	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/post/your-title-what-s-your-blog-about.html	(from https://khushinahata04.wixsite.com/fashion-blogger)
20:00:39	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Aug%202023%2014:30:41%20GMT	https://khushinahata04.wixsite.com/sitemap.xml	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/sitemap.14.delayed	(from https://khushinahata04.wixsite.com/fashion-blogger)
20:00:40	583825/583825	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:30:40%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/post/fashion-and-culture-how-clothes-reflect-our-values	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/post/fashion-and-culture-how-clothes-reflect-our-values.html	(from https://khushinahata04.wixsite.com/fashion-blogger)
20:00:41	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Aug%202023%2014:30:43%20GMT	https://khushinahata04.wixsite.com/feed.xml	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/feed.15.delayed	(from https://khushinahata04.wixsite.com/fashion-blogger)
20:00:41	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Aug%202023%2014:30:43%20GMT	https://khushinahata04.wixsite.com/${n.uri}	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/${n.16.delayed	(from https://khushinahata04.wixsite.com/fashion-blogger)
20:00:42	100183/100183	---M-Z	200	added ('OK')	application/javascript	etag:W/%227a9e6e5e80a1e1297642898f5dea2d3d%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.e111703b.bundle.min.js	C:/My%20Web%20Sites/FashionBlog/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.e111703b.bundle.min.js	(from https://khushinahata04.wixsite.com/fashion-blogger)
20:00:42	157792/157792	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c04168c5beb44429f1eaf2aebdeb565b%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.4ec3a737.bundle.min.js	C:/My%20Web%20Sites/FashionBlog/static.parastorage.com/services/wix-thunderbolt/dist/main.4ec3a737.bundle.min.js	(from https://khushinahata04.wixsite.com/fashion-blogger)
20:00:42	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/My%20Web%20Sites/FashionBlog/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://khushinahata04.wixsite.com/fashion-blogger)
20:00:42	12463/12463	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263d498e143f421cc44dfb64f22fef270%22	https://static.parastorage.com/unpkg/react@16.14.0/umd/react.production.min.js	C:/My%20Web%20Sites/FashionBlog/static.parastorage.com/unpkg/react@16.14.0/umd/react.production.min.js	(from https://khushinahata04.wixsite.com/fashion-blogger)
20:00:42	118656/118656	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c5abc87541fe6bb0f43f22af475a8b20%22	https://static.parastorage.com/unpkg/react-dom@16.14.0/umd/react-dom.production.min.js	C:/My%20Web%20Sites/FashionBlog/static.parastorage.com/unpkg/react-dom@16.14.0/umd/react-dom.production.min.js	(from https://khushinahata04.wixsite.com/fashion-blogger)
20:00:43	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Aug%202023%2014:30:45%20GMT	https://khushinahata04.wixsite.com/decodeURIComponent(e	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/decodeURIComponent(e.1c.delayed	(from https://khushinahata04.wixsite.com/fashion-blogger)
20:00:44	7897/7897	---M-Z	200	added ('OK')	application/javascript	etag:W/%2282ef8cd522818464cafdf4bf58ab1ffa%22	https://static.parastorage.com/services/tag-manager-client/1.705.0/siteTags.bundle.min.js	C:/My%20Web%20Sites/FashionBlog/static.parastorage.com/services/tag-manager-client/1.705.0/siteTags.bundle.min.js	(from https://khushinahata04.wixsite.com/fashion-blogger)
20:00:44	27728/27728	---M-Z	200	added ('OK')	application/javascript	etag:W/%229562c76ed2a51f076cdd128b590e7b83%22	https://static.parastorage.com/services/wix-perf-measure/1.1058.0/wix-perf-measure.umd.min.js	C:/My%20Web%20Sites/FashionBlog/static.parastorage.com/services/wix-perf-measure/1.1058.0/wix-perf-measure.umd.min.js	(from https://khushinahata04.wixsite.com/fashion-blogger)
20:00:45	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Aug%202023%2014:30:47%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/robots.txt	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/robots.1f.delayed	(from https://khushinahata04.wixsite.com/fashion-blogger/blank-1)
20:00:52	829/829	---M--	200	added ('OK')	text/xml	date:Mon,%2028%20Aug%202023%2014:30:54%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/sitemap.xml	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/sitemap.xml	(from https://khushinahata04.wixsite.com/fashion-blogger/blank-1)
20:00:53	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Aug%202023%2014:30:55%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/feed.xml	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/feed.21.delayed	(from https://khushinahata04.wixsite.com/fashion-blogger/blank-1)
20:00:54	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Aug%202023%2014:30:56%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/${n.uri}	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/${n.22.delayed	(from https://khushinahata04.wixsite.com/fashion-blogger/blank-1)
20:00:55	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Aug%202023%2014:30:57%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/decodeURIComponent(e	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/decodeURIComponent(e.23.delayed	(from https://khushinahata04.wixsite.com/fashion-blogger/blank-1)
20:00:55	40949/40949	---M--	200	added ('OK')	image/png	etag:%22d6793e194624ea8a9de511b9e7c63bf0%22	https://static.parastorage.com/services/editor-elements-library/dist/thunderbolt/media/sloppyframe.d2412ec4.png	C:/My%20Web%20Sites/FashionBlog/static.parastorage.com/services/editor-elements-library/dist/thunderbolt/media/sloppyframe.d2412ec4.png	(from https://khushinahata04.wixsite.com/fashion-blogger/blank-2)
20:00:57	2017/2017	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2014:30:59%20GMT	https://static.wixstatic.com/media/22e53e_ef2ebbf33af24b7fba34e44589f3dc38~mv2.jpg/v1/fill/w_147,h_107,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_ef2ebbf33af24b7fba34e44589f3dc38~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_ef2ebbf33af24b7fba34e44589f3dc38_mv2.jpg/v1/fill/w_147,h_107,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_ef2ebbf33af24b7fba34e44589f3dc38_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:00:58	2810/2810	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2009:51:30%20GMT	https://static.wixstatic.com/media/22e53e_2fee033b2eca46cab4eec7fa74e99c31~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_2fee033b2eca46cab4eec7fa74e99c31~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_2fee033b2eca46cab4eec7fa74e99c31_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_2fee033b2eca46cab4eec7fa74e99c31_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:00:58	1766/1766	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2009:51:57%20GMT	https://static.wixstatic.com/media/22e53e_422c96a46cfd4873b36279bc94bf5bd4~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_422c96a46cfd4873b36279bc94bf5bd4~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_422c96a46cfd4873b36279bc94bf5bd4_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_422c96a46cfd4873b36279bc94bf5bd4_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:00	1101931/1101931	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:31:00%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product.html	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:00	2043/2043	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2009:51:33%20GMT	https://static.wixstatic.com/media/22e53e_efc1552d8050407f82ea158302d0debd~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_efc1552d8050407f82ea158302d0debd~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_efc1552d8050407f82ea158302d0debd_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_efc1552d8050407f82ea158302d0debd_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:00	2747/2747	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2009:51:58%20GMT	https://static.wixstatic.com/media/22e53e_facaef011f164e1fb98efad96d8bc5ca~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_facaef011f164e1fb98efad96d8bc5ca~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_facaef011f164e1fb98efad96d8bc5ca_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_facaef011f164e1fb98efad96d8bc5ca_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:01	1108070/1108070	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:31:01%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product-1	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product-1.html	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:02	1804/1804	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2009:52:01%20GMT	https://static.wixstatic.com/media/22e53e_6818890490334e429d78876ba5f757ce~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_6818890490334e429d78876ba5f757ce~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_6818890490334e429d78876ba5f757ce_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_6818890490334e429d78876ba5f757ce_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:02	4555/4555	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2009:52:02%20GMT	https://static.wixstatic.com/media/22e53e_76457cb2289949808e94bb1627b485f1~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_76457cb2289949808e94bb1627b485f1~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_76457cb2289949808e94bb1627b485f1_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_76457cb2289949808e94bb1627b485f1_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:03	2016/2016	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2009:52:06%20GMT	https://static.wixstatic.com/media/22e53e_01575d792adb43a6a16595bd74a1cc8d~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_01575d792adb43a6a16595bd74a1cc8d~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_01575d792adb43a6a16595bd74a1cc8d_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_01575d792adb43a6a16595bd74a1cc8d_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:04	4285/4285	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2009:52:07%20GMT	https://static.wixstatic.com/media/22e53e_dc9ea8282a4944edab558992753a6d72~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_dc9ea8282a4944edab558992753a6d72~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_dc9ea8282a4944edab558992753a6d72_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_dc9ea8282a4944edab558992753a6d72_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:05	1105699/1105699	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:31:04%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product-2	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product-2.html	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:06	1104835/1104835	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:31:05%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product-3	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product-3.html	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:07	1809/1809	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2009:52:09%20GMT	https://static.wixstatic.com/media/22e53e_e1b7b337b97b4dd3bb9ed68e2598dc61~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_e1b7b337b97b4dd3bb9ed68e2598dc61~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_e1b7b337b97b4dd3bb9ed68e2598dc61_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_e1b7b337b97b4dd3bb9ed68e2598dc61_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:07	3968/3968	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2009:52:10%20GMT	https://static.wixstatic.com/media/22e53e_ec22d9d4c6044e1eb996b4c86dd6af2b~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_ec22d9d4c6044e1eb996b4c86dd6af2b~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_ec22d9d4c6044e1eb996b4c86dd6af2b_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_ec22d9d4c6044e1eb996b4c86dd6af2b_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:09	1104808/1104808	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Aug%202023%2014:31:09%20GMT	https://khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product-4	C:/My%20Web%20Sites/FashionBlog/khushinahata04.wixsite.com/fashion-blogger/product-page/i-m-a-product-4.html	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
20:01:09	2801/2801	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Aug%202023%2009:52:12%20GMT	https://static.wixstatic.com/media/22e53e_b53f9a53db034e178a3f2d794ae70f1c~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_b53f9a53db034e178a3f2d794ae70f1c~mv2.jpg	C:/My%20Web%20Sites/FashionBlog/static.wixstatic.com/media/22e53e_b53f9a53db034e178a3f2d794ae70f1c_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/22e53e_b53f9a53db034e178a3f2d794ae70f1c_mv2.jpg	(from https://khushinahata04.wixsite.com/fashion-blogger/category/all-products)
